336	6.3702e-05	4.4663e-05	4.1120e-03
337	6.1462e-05	4.2418e-05	4.1163e-03
338	5.6569e-05	4.3894e-05	4.1866e-03
339	5.4373e-05	4.9347e-05	4.1828e-03
340	5.6326e-05	6.6960e-05	4.3104e-03
341	5.4858e-05	1.1700e-04	4.2087e-03
342	1.1616e-04	2.5656e-04	4.2659e-03
343	4.7738e-05	2.9748e-04	4.1266e-03
344	1.6674e-04	4.4510e-04	3.9782e-03
345	1.8596e-04	7.5799e-05	4.0933e-03
346	1.9892e-04	1.1092e-04	3.3498e-03
347	1.4500e-04	2.6311e-04	3.1759e-03
348	2.0236e-04	8.3854e-05	3.4176e-03
349	1.7239e-04	3.7167e-04	3.1573e-03
350	1.8020e-04	4.4539e-04	3.5198e-03
351	5.5969e-04	1.7261e-04	3.6175e-03
352	1.9883e-04	8.2848e-04	3.1196e-03
353	2.3254e-04	6.6573e-04	3.8686e-03
354	1.3040e-03	3.9326e-04	2.5360e-03
355	1.7942e-04	7.6160e-04	2.5401e-03
356	3.0293e-04	2.2195e-04	2.2758e-03
357	3.6759e-04	3.1132e-04	2.4351e-03
358	4.2402e-04	2.0991e-04	2.6442e-03
359	1.9801e-04	2.6243e-04	3.1662e-03
360	2.3129e-04	1.1557e-04	3.2617e-03
361	1.5962e-04	1.7789e-04	3.6210e-03
362	1.3868e-04	6.8016e-05	4.2047e-03
363	2.2464e-04	7.7239e-05	3.8857e-03
364	1.1806e-04	1.7408e-04	3.7831e-03
365	1.3787e-04	5.2210e-05	3.9853e-03
366	1.5154e-04	9.2492e-05	3.7525e-03
367	1.0841e-04	2.0118e-04	3.7744e-03
368	9.3834e-05	6.3030e-05	3.9521e-03
369	1.0940e-04	4.8143e-05	3.7241e-03
370	8.1839e-05	1.1288e-04	3.6445e-03
371	6.9154e-05	8.8807e-05	3.5685e-03
372	6.7011e-05	6.2980e-05	3.5010e-03
373	6.9690e-05	4.4105e-05	3.5822e-03
374	6.0524e-05	4.3432e-05	3.6603e-03
375	5.8695e-05	5.2626e-05	3.8757e-03
376	5.0124e-05	7.1024e-05	4.0020e-03
377	5.4596e-05	1.1149e-04	4.1826e-03
378	4.5824e-05	1.1897e-04	4.1432e-03
379	6.6021e-05	1.9889e-04	4.1294e-03
380	4.9292e-05	1.3604e-04	4.0244e-03
381	4.8926e-05	1.4597e-04	3.8899e-03
382	5.5054e-05	6.8582e-05	3.8856e-03
383	5.1181e-05	4.5299e-05	3.7455e-03
384	4.9840e-05	4.0983e-05	3.8138e-03
385	4.9945e-05	4.9626e-05	3.7878e-03
386	4.8174e-05	6.7747e-05	3.9163e-03
387	4.3862e-05	7.0295e-05	3.9662e-03
388	4.6116e-05	9.3625e-05	4.0864e-03
389	4.1658e-05	8.8767e-05	4.0730e-03
390	4.9847e-05	1.2975e-04	4.1205e-03
391	4.0645e-05	1.2319e-04	4.0146e-03
392	6.0366e-05	1.7789e-04	3.9812e-03
393	4.7296e-05	1.2767e-04	3.9152e-03
394	4.6330e-05	1.2950e-04	3.8375e-03
395	5.1257e-05	7.0613e-05	3.8617e-03
396	4.6234e-05	4.9495e-05	3.7738e-03
397	4.5915e-05	3.8449e-05	3.8449e-03
398	4.4667e-05	3.6940e-05	3.8511e-03
399	4.3240e-05	4.0686e-05	4.0040e-03
400	4.2039e-05	4.9429e-05	4.0360e-03
401	4.6424e-05	7.7410e-05	4.2162e-03
402	4.3121e-05	1.1532e-04	4.0936e-03
403	9.3316e-05	2.3957e-04	4.1228e-03
404	4.2444e-05	2.4416e-04	3.9315e-03
405	1.1364e-04	3.4226e-04	3.7613e-03
406	1.2280e-04	9.0162e-05	3.8009e-03
407	1.0644e-04	5.6320e-05	3.3457e-03
408	8.7661e-05	1.3324e-04	3.2649e-03
409	6.7299e-05	8.9235e-05	3.3970e-03
410	6.3538e-05	5.2777e-05	3.4464e-03
411	5.9388e-05	5.9109e-05	3.7482e-03
412	5.2163e-05	6.2763e-05	3.9176e-03
413	4.8380e-05	8.8575e-05	4.0995e-03
414	4.6571e-05	5.8312e-05	4.1746e-03
415	4.5479e-05	7.5212e-05	4.1855e-03
416	4.4202e-05	6.8614e-05	4.0672e-03
417	5.1296e-05	1.0696e-04	4.0886e-03
418	4.0993e-05	1.4734e-04	3.9106e-03
419	1.0191e-04	2.6439e-04	3.8516e-03
420	5.8340e-05	1.8760e-04	3.7450e-03
421	5.4479e-05	1.7130e-04	3.5949e-03
